iter	Logloss
234	0.2256334516
235	0.2252434765
236	0.2248091742
237	0.2243661243
238	0.2239514306
239	0.2232376032
240	0.2229719113
241	0.2225890588
242	0.2222537638
243	0.2219261435
244	0.2212976331
245	0.2209609018
246	0.2206368434
247	0.2199996796
248	0.2196113954
249	0.2192598283
250	0.21852724
251	0.218064277
252	0.2176305648
253	0.2172278284
254	0.2169335368
255	0.2164601945
256	0.2162318813
257	0.2156972969
258	0.2152764968
259	0.2146413634
260	0.2141888882
261	0.21377254
262	0.2134631914
263	0.2129256305
264	0.2126079577
265	0.212263281
266	0.2119006469
267	0.2114465181
268	0.2111724033
269	0.2108839982
270	0.2105184867
271	0.2102788481
272	0.2097449266
273	0.2093091253
274	0.2090093676
275	0.2086141031
276	0.2081882277
277	0.2078693974
278	0.207557467
279	0.2073022155
280	0.2069635432
281	0.2065591369
282	0.2061111736
283	0.2058488723
284	0.2055595475
285	0.2052920933
286	0.2051089837
287	0.2047910922
288	0.2044519456
289	0.2041457082
290	0.2038643615
291	0.2036113055
292	0.2033038392
293	0.2029933823
294	0.2025411654
295	0.2023252373
296	0.2018661776
297	0.2016174151
298	0.2013269935
299	0.2009272159
300	0.2005313074
301	0.2002701642
302	0.1998286201
303	0.1993414421
304	0.1989165645
305	0.1986349943
306	0.1984348243
307	0.1981194755
308	0.1977275143
309	0.1972618061
310	0.1969640696
311	0.1965573386
312	0.1962889808
313	0.1958894687
314	0.1955754522
315	0.1952746433
316	0.194937356
317	0.1947079115
318	0.194310646
319	0.194036116
320	0.1937637096
321	0.1934211191
322	0.193008616
323	0.1926416841
324	0.1924319005
325	0.1920704286
326	0.1916837003
327	0.1913890289
328	0.1910724874
329	0.1908639052
330	0.1905846737
331	0.1902377158
332	0.1900502747
333	0.1897171377
334	0.1893759287
335	0.1889500498
336	0.1887528217
337	0.1883113619
338	0.1879891629
339	0.1877044494
340	0.1875130786
341	0.1872423024
342	0.1870752269
343	0.1868619771
344	0.1864318537
345	0.1861821223
346	0.1859122256
347	0.1855086292
348	0.1853471223
349	0.1850536415
350	0.184882855
351	0.1845374227
352	0.1840600143
353	0.1837077215
354	0.1835847967
355	0.1833836776
356	0.1831111961
357	0.1828696531
358	0.1824516036
359	0.1820649505
360	0.1817782868
361	0.1813907549
362	0.1812187552
363	0.181013784
364	0.1806861054
365	0.1803886682
366	0.1801359269
367	0.1797318056
368	0.1796266351
369	0.1792720279
370	0.1790708741
371	0.1787868789
372	0.1785478251
373	0.1783170906
374	0.1779765555
375	0.1776922868
376	0.177476537
377	0.1773295813
378	0.1771424686
379	0.1769289352
380	0.1766815613
381	0.1764316859
382	0.1760173679
383	0.1756710636
384	0.1753847145
385	0.1751693223
386	0.174810421
387	0.1745983025
388	0.1743407549
389	0.1740360339
390	0.1737346589
391	0.1735457041
392	0.1733832224
393	0.1730442306
394	0.172906346
395	0.1726596993
396	0.1724675853
397	0.17234565
398	0.1720966633
399	0.1717409168
400	0.1715740202
401	0.1713413626
402	0.1709444745
403	0.1707445372
404	0.170373393
405	0.1701858881
406	0.1699080475
407	0.1695538564
408	0.1691767287
409	0.1688972474
410	0.1686796209
411	0.1684140608
412	0.1681668542
413	0.1679877833
414	0.1677077811
415	0.1674373661
416	0.1671938121
417	0.1669221231
418	0.1667473442
419	0.1665660333
420	0.1662920624
421	0.1659710582
422	0.165641671
423	0.1653661709
424	0.1651624666
425	0.1649758793
426	0.1647075837
427	0.1644588317
428	0.1642600062
429	0.1640813612
430	0.1637778208
431	0.1634111449
432	0.1632386401
433	0.1629468353
434	0.1627228752
435	0.1623593731
436	0.1622234021
437	0.162042705
438	0.1617432305
439	0.1615265839
440	0.161315666
441	0.1610136978
442	0.1608660164
443	0.1606824565
444	0.1603714439
445	0.1600585727
446	0.1596953686
447	0.1593919313
448	0.1592437065
449	0.1590646649
450	0.1588377893
451	0.1586303791
452	0.1584774442
453	0.1583023924
454	0.1580832345
455	0.1578915802
456	0.1576214155
457	0.1574250735
458	0.1572350558
459	0.1569411893
460	0.1567064344
461	0.1566041327
462	0.1564445845
463	0.156245031
464	0.1561143205
465	0.1558729835
466	0.1556395362
467	0.1555337125
468	0.155320802
469	0.1550687171
470	0.1547477432
471	0.1545758233
472	0.1544004664
473	0.154267759
474	0.1540459981
475	0.1537565996
476	0.1534972495
477	0.1532524441
478	0.1530295275
479	0.1527769704
480	0.1525446042
481	0.152316562
482	0.1521672072
483	0.1519005581
484	0.1516553095
485	0.1513636501
486	0.1511031546
487	0.1508758821
488	0.1507326669
489	0.1505366831
490	0.1503327246
491	0.1502311627
492	0.1500435101
493	0.1498199511
494	0.1496299871
495	0.1494783428
496	0.1492857916
497	0.1490114696
498	0.1488344453
499	0.1486839295
500	0.1484377039
501	0.1482921235
502	0.1482719252
503	0.1481184738
504	0.1479431195
505	0.1477077306
506	0.1474740135
507	0.1473547091
508	0.1471877877
509	0.147025974
510	0.146782228
511	0.1465758643
512	0.1463659185
513	0.1462286368
514	0.1460257864
515	0.1457180881
516	0.1455145908
517	0.1454270123
518	0.1452591439
519	0.1450708705
520	0.1449061117
521	0.1447305249
522	0.144531093
523	0.1444258329
524	0.1442798194
525	0.1441716102
526	0.1440305502
527	0.1439184319
528	0.1437086253
529	0.143487475
530	0.1433223675
531	0.1431925839
532	0.143064802
533	0.1429205869
534	0.1427485549
535	0.1425185903
536	0.1422936331
537	0.1422045737
538	0.1420207265
539	0.1418167358
540	0.1415946691
541	0.1414517522
542	0.1413217677
543	0.141150482
544	0.1409638751
545	0.1407497979
546	0.1405937569
547	0.1404603149
548	0.1402903916
549	0.1401671003
550	0.1399764754
551	0.1398320765
552	0.1397186634
553	0.1395147158
554	0.1393854821
555	0.139200701
556	0.1389908262
557	0.1388378005
558	0.1386700282
559	0.1384387014
560	0.1383164419
561	0.1380657413
562	0.1379721173
563	0.1378730069
564	0.1377263811
565	0.1375248215
566	0.1373233229
567	0.1372022879
568	0.1370403287
569	0.1368262462
570	0.1366892718
571	0.1364966583
572	0.1363898987
573	0.136282585
574	0.1359904359
575	0.1358004479
576	0.1356715749
577	0.1354898646
578	0.1353471403
579	0.1351808193
580	0.1349692981
581	0.1347544622
582	0.1345999901
583	0.1342810688
584	0.1340539799
585	0.1339359248
586	0.133697736
587	0.1335796985
588	0.133396991
589	0.1332173114
590	0.1330249422
591	0.1328522781
592	0.1327173422
593	0.1325648887
594	0.1324567292
595	0.1323042299
596	0.1321728469
597	0.1319780678
598	0.1318140118
599	0.1316218688
600	0.1314298393
601	0.1312402946
602	0.1310168664
603	0.1308888347
604	0.1306880713
605	0.130556317
606	0.1303981418
607	0.1302309448
608	0.1300386855
609	0.1299460126
610	0.1296186441
611	0.1293860106
612	0.1291682637
613	0.1289675267
614	0.128769284
615	0.128553601
616	0.1284062459
617	0.1282450727
618	0.1280691786
619	0.1278881019
620	0.1276766973
621	0.1274303071
622	0.1272026224
623	0.1270412388
624	0.1269188666
625	0.1267977217
626	0.1266696696
627	0.126505157
628	0.1263487231
629	0.126155355
630	0.1260166036
631	0.1258544747
632	0.1256769198
633	0.1254369938
634	0.1252570297
635	0.125060896
636	0.1249268725
637	0.1247358822
638	0.1245595202
639	0.1243546615
640	0.1242520559
641	0.1241528944
642	0.1239972028
643	0.1238910673
644	0.1237522025
645	0.1236665677
646	0.1234814766
647	0.1232564112
648	0.1231549994
649	0.123036895
650	0.1228446605
651	0.1225413678
652	0.1223478902
653	0.1221627963
654	0.1219843591
655	0.1217755142
656	0.1216363636
657	0.1214841668
658	0.1213121135
659	0.1211786134
660	0.1210363883
661	0.1208182124
662	0.1206850164
663	0.1205199389
664	0.1204286039
665	0.1202931264
666	0.1201391145
667	0.1200359727
668	0.1198140056
669	0.1196341254
670	0.1194823201
671	0.1193798692
672	0.1192833981
673	0.1191708368
674	0.1190637427
675	0.1189584261
676	0.1188242623
677	0.1186423853
678	0.1185300752
679	0.1183731439
680	0.1181725332
681	0.11807829
682	0.11791285
683	0.1177928376
684	0.1176576454
685	0.1174845286
686	0.1173856486
687	0.1172624434
688	0.1171127159
689	0.1169522355
690	0.1167971502
691	0.1166382493
692	0.1165203656
693	0.1164128822
694	0.1162582444
695	0.1161336557
696	0.1159755748
697	0.1158127158
698	0.1156648866
699	0.1155278141
700	0.115377327
701	0.1152791454
702	0.1150958602
703	0.1150342279
704	0.1149848211
705	0.1148311384
706	0.114719779
707	0.1145335934
708	0.1143483082
709	0.1141848156
710	0.1140617879
711	0.1138641555
712	0.1137092056
713	0.1136527252
714	0.1134768742
715	0.1134305547
716	0.1132608329
717	0.1131307724
718	0.1129752246
719	0.1128464768
720	0.1126782415
721	0.1125224233
722	0.1123817789
723	0.1122789218
724	0.1121281989
725	0.1120266241
726	0.1119384947
727	0.1117895318
728	0.1116467188
729	0.1114959023
730	0.1113723805
731	0.1112528173
732	0.1110755649
733	0.110799447
734	0.1107401857
735	0.1105983917
736	0.1104471396
737	0.1102764245
738	0.1101348342
739	0.10999862
740	0.1098613094
741	0.1097026848
742	0.10957976
743	0.1093845913
744	0.1092203023
745	0.1091785462
746	0.1089621839
747	0.1088621189
748	0.1086591481
749	0.1085147419
750	0.1083823057
751	0.1081828952
752	0.1079683759
753	0.1078984038
754	0.1077622614
755	0.1076786686
756	0.1075256621
757	0.1074139368
758	0.1072923262
759	0.1071577734
760	0.1070226849
761	0.1068494851
762	0.1066929188
763	0.1066156723
764	0.106486411
765	0.1064192607
766	0.1062925281
767	0.1061214682
768	0.105947749
769	0.1057944675
770	0.1056619044
771	0.1055337337
772	0.10538659
773	0.1052496666
774	0.1051467989
775	0.1050495021
776	0.1048771659
777	0.1047404104
778	0.1045618337
779	0.1044742304
780	0.1043261575
781	0.104220094
782	0.1041226222
783	0.1039397218
784	0.1037973204
785	0.103676781
786	0.1035372642
787	0.1033981666
788	0.1032972181
789	0.1031815353
790	0.1030695
791	0.1028653216
792	0.1027270343
793	0.1026744009
794	0.1025667647
795	0.1024518864
796	0.1022844715
797	0.1021715694
798	0.1021020184
799	0.1019426702
800	0.1018096679
801	0.1017115491
802	0.1015803203
803	0.1014120498
804	0.1012834973
805	0.1011752525
806	0.1011069657
807	0.1010065174
808	0.1008494618
809	0.1007089288
810	0.1005087403
811	0.1004457979
812	0.1002812356
813	0.1002559757
814	0.1001505111
815	0.09998468638
816	0.09987604413
817	0.09976368465
818	0.09971478569
819	0.09962110758
820	0.09949629427
821	0.09937618433
822	0.09933119054
823	0.09920252122
824	0.09904628352
825	0.09892351233
826	0.09878569025
827	0.09869570025
828	0.09850166516
829	0.09830050709
830	0.09817794904
831	0.09807291244
832	0.0979113336
833	0.09780878691
834	0.0976794549
835	0.09757751823
836	0.0974566579
837	0.09730402285
838	0.09719402956
839	0.09707917263
840	0.09696986643
841	0.09690646167
842	0.0968184619
843	0.096734291
844	0.09668265949
845	0.09654610194
846	0.09647378754
847	0.09632469979
848	0.09620408955
849	0.09605908875
850	0.09596438716
851	0.09577914019
852	0.09573699349
853	0.09559983861
854	0.09552385648
855	0.09538633601
856	0.09530068186
857	0.09519995833
858	0.0951042691
859	0.09499089533
860	0.09494127987
861	0.09474406336
862	0.09465747681
863	0.09453058274
864	0.09442764506
865	0.09431022428
866	0.09423790028
867	0.09408878187
868	0.09397704014
869	0.09386237832
870	0.09378188432
871	0.09365509819
872	0.09354195852
873	0.09338939202
874	0.09331032344
875	0.09316692186
876	0.09306873361
877	0.09295720632
878	0.09288932626
879	0.09277250547
880	0.09271322882
881	0.09263196607
882	0.09248565961
883	0.09233743982
884	0.09221684329
885	0.09209284906
886	0.09204392261
887	0.09192675813
888	0.0918446588
889	0.09176500579
890	0.09174488722
891	0.09166236084
892	0.09156086982
893	0.09147785421
894	0.09134453137
895	0.09123125243
896	0.0910926626
897	0.09098542224
898	0.09086011168
899	0.09075428824
900	0.09066611449
901	0.09056087643
902	0.09049779484
903	0.09039315639
904	0.09025664911
905	0.09014594349
906	0.0901154459
907	0.08994117428
908	0.08981581343
909	0.0896488368
910	0.08955194666
911	0.0894271571
912	0.08934662963
913	0.08919819467
914	0.08916854084
915	0.08905872262
916	0.08902133979
917	0.08898662145
918	0.08885930487
919	0.0887582668
920	0.08865555156
921	0.08857008496
922	0.0884664512
923	0.08843043312
924	0.08832887908
925	0.08819545048
926	0.0880641384
927	0.08800502863
928	0.08797356543
929	0.08785538352
930	0.08771356246
931	0.08767602836
932	0.08758165929
933	0.08747865959
934	0.08736490682
935	0.08731253026
936	0.08723044314
937	0.08713583253
938	0.08704151938
939	0.08686461941
940	0.08684110848
941	0.08668802482
942	0.08663802722
943	0.08652073929
944	0.08637159414
945	0.08625396703
946	0.08616197223
947	0.08604625118
948	0.08592023311
949	0.08585070235
950	0.08575106146
951	0.08565749209
952	0.08552757831
953	0.0855070828
954	0.08536177072
955	0.08532951971
956	0.08524581313
957	0.08514899593
958	0.08505201068
959	0.08502766184
960	0.08494170811
961	0.08484369528
962	0.08474609204
963	0.08461355007
964	0.08451302451
965	0.08441189672
966	0.08433774133
967	0.08423723687
968	0.08416866524
969	0.08409171938
970	0.08398340607
971	0.08388516999
972	0.0838077431
973	0.08370218353
974	0.08365657556
975	0.08357837259
976	0.08353343218
977	0.08351036347
978	0.08339982941
979	0.08328980902
980	0.08317701011
981	0.08311272622
982	0.08303801138
983	0.08293817643
984	0.08291549039
985	0.08284469625
986	0.08274579833
987	0.08266327393
988	0.08257749987
989	0.08249355828
990	0.08241824717
991	0.08228074412
992	0.08217272997
993	0.08210030326
994	0.08199489188
995	0.08195388607
996	0.08186442765
997	0.08174279584
998	0.08169220667
999	0.08160774311
